datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE
07-01-2026 09:15,26111.65,0.12662,0.1233,0.11741,0.11731592399917687,0.11005,0.10576,0.10073262174421586,0.09724,0.0957,0.09397,0.09187,0.09041,0.08908,0.08795,0.1784,0.17237,0.16928,0.16328970765520837,0.1576,0.1524,0.14697,0.14105,0.13613,0.13085,0.1264,0.12142,0.11631,0.1115
07-01-2026 09:20,26141.4,0.08632,0.10346131234770835,0.11099408878871106,0.11779,0.11197,0.11028,0.10671444293798572,0.10340783267957232,0.09837,0.09619,0.09413,0.09236,0.09057,0.08925,0.17962,0.17477,0.17027823089132602,0.16534,0.15951483882449044,0.1542,0.14753,0.14274,0.13849,0.13282,0.12828609267373747,0.12363,0.118527423406518,0.11353
07-01-2026 09:25,26139.35,0.09147,0.09581800027447568,0.09514,0.09933,0.09599,0.09204,0.09216,0.08954,0.08996,0.08861,0.08697,0.08627,0.08541,0.0849330182132003,0.1801,0.17574,0.17154,0.16567,0.15927,0.15425450171969218,0.14919,0.14245,0.13806,0.13242,0.12877,0.12349,0.11817,0.11287578849730263
07-01-2026 09:30,26128.95,0.1086,0.10842,0.1115,0.12248,0.10715,0.11098,0.10345,0.10135957490766656,0.09864,0.09511,0.09304,0.09123,0.08927419618666907,0.08843,0.18174,0.17683279516727718,0.17206,0.16502,0.15755,0.15287786155381083,0.14691,0.14209,0.13721,0.13184,0.12722,0.12252,0.11729,0.112
07-01-2026 09:35,26131.9,0.10462,0.10538,0.12459,0.12051,0.11225,0.11294,0.10544,0.10273137769733713,0.09896,0.09590780180676954,0.09412,0.09136,0.09014,0.08885,0.18193,0.17718449713308118,0.17226,0.16522,0.15924,0.15334,0.14784,0.1423,0.13730590491633904,0.13219,0.12733,0.12295,0.11707,0.11145491469505453
07-01-2026 09:40,26145.15,0.07079,0.07639,0.08313,0.08523,0.0881503616385155,0.08734,0.0878558325687852,0.08641085212206812,0.0845,0.08386,0.08371849471094066,0.08301,0.08262,0.08249,0.18277,0.1782,0.17265,0.16631,0.15883,0.15343,0.14961,0.14337,0.1382,0.13313,0.12864,0.12374,0.11872,0.11364273479012094
07-01-2026 09:45,26113.1,0.12346577989586358,0.11837,0.10826,0.11514,0.1083,0.1055,0.10226,0.09957338656596142,0.09741,0.09438,0.09237,0.09075,0.08895794552071694,0.08809,0.18107,0.17468,0.1704,0.16426,0.157,0.15289,0.14697,0.14089,0.13571,0.13075,0.12599,0.12096,0.1159204140325251,0.11071
07-01-2026 09:50,26110.0,0.1323675350398714,0.12087,0.10978,0.10781428367615392,0.10550939514920316,0.10476,0.09939,0.0968,0.09542,0.09316,0.09122,0.08945,0.08826325046230293,0.08699,0.1789644407002601,0.1745,0.17045,0.16386,0.15681,0.15155,0.14694,0.14103923117186898,0.13566,0.13068,0.12601,0.12093451100235027,0.11607,0.11095
07-01-2026 09:55,26108.9,0.13029,0.12175,0.13487,0.12474504574114428,0.12009,0.11328,0.11092665083825118,0.10703859792558856,0.10426,0.10032,0.09739,0.09479,0.09256,0.09083,0.18084,0.17444,0.16945,0.16358,0.15675,0.15173331476792518,0.14636,0.14063,0.1353,0.13058390220128,0.12571,0.12047,0.11530343733261261,0.10983
07-01-2026 10:00,26140.3,0.09239,0.0877,0.115,0.11531,0.11123,0.10752,0.10161,0.10048607565138502,0.09747,0.09471133963169753,0.09255,0.09062,0.08911,0.08845224669099774,0.1828,0.17745,0.1717,0.16515,0.16067,0.15356,0.1481,0.14259,0.13745703903878764,0.13216,0.12774,0.12248,0.11736674227197226,0.1122
07-01-2026 10:05,26142.95,0.051677119487606726,0.08237,0.11304,0.11311616892245085,0.11037,0.11308,0.11004,0.10336,0.10275,0.09909,0.09616,0.0932935586132285,0.09181,0.09023,0.18298,0.17622,0.1714,0.16534,0.15961,0.15374,0.14828,0.14278,0.13766,0.13236,0.12794,0.12247,0.11739,0.11183
07-01-2026 10:10,26159.15,0.10591,0.11189,0.09886,0.10243708156199172,0.10290759463323908,0.10433602776084921,0.10588,0.10235646136358334,0.10021353624337993,0.09746,0.09524,0.09264,0.09117,0.08945,0.18543755693137373,0.17904252938426135,0.17292,0.16683,0.16079751559277358,0.15501,0.14937,0.14421,0.13893,0.1335,0.12947,0.12462,0.11843,0.11309
07-01-2026 10:15,26183.8,0.12049,0.09722,0.11136,0.09406,0.09202,0.09271447833011892,0.09326,0.08786,0.08838,0.08770032063646414,0.0865766786369006,0.08527,0.08415,0.08307409482008338,0.18267,0.17854525788473097,0.17425,0.16842,0.16269,0.15663,0.15173,0.14572,0.14048,0.13536,0.13028,0.12548,0.12019,0.115
07-01-2026 10:20,26169.15,0.13492,0.11376,0.12267,0.11138114561963251,0.10785,0.10291576138578806,0.09695,0.09399,0.09285,0.09072487923974552,0.08918,0.08778,0.08646,0.08546,0.18381,0.17694,0.17239455140176332,0.1675,0.16154452488461743,0.15603786615045956,0.15024,0.14514466107191215,0.13994,0.13449,0.12949,0.12431,0.11901,0.11379
07-01-2026 10:25,26152.25,0.14819,0.11685,0.1055,0.10144,0.09464911013054222,0.09327437189757556,0.09325,0.09388,0.0911,0.08993576355472059,0.08801,0.08672,0.0857,0.08459,0.18279,0.1759,0.17077059075795906,0.1654170266744741,0.16026,0.15459,0.14949,0.14378,0.13834,0.13291,0.12889,0.1234,0.11784,0.11258
07-01-2026 10:30,26130.45,0.14045,0.13392,0.12199,0.11585218700979526,0.11049027864820776,0.10631,0.10164,0.09839,0.09595442115065707,0.09407,0.09185760183254196,0.09001012476408021,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.159518838597814,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.11043784967080861
07-01-2026 10:35,26133.05,0.13848,0.13213,0.12247397649864997,0.11484590170534027,0.109,0.10357,0.10375,0.09754,0.09843,0.09513767473390769,0.09299,0.09123160568743496,0.08935,0.08769,0.18111855551510797,0.17607,0.17133,0.16478,0.15932165128286419,0.15317,0.1486,0.14253020556256724,0.13675,0.13159,0.12694,0.12169,0.11635112070852972,0.11086
07-01-2026 10:40,26144.05,0.13166563797311487,0.1239,0.11658039541485656,0.11069,0.10629806488537165,0.10253,0.09978489762921766,0.09761,0.09496,0.09273552451266359,0.09067,0.08891840701806374,0.08738,0.08609,0.18288,0.177335289486081,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12223958863926282,0.11697,0.11162297626016371
07-01-2026 10:45,26141.15,0.12448,0.12027685698978743,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.0948006561482476,0.09195,0.09043,0.08885,0.08722873245717788,0.08575,0.18131,0.1766,0.17095697628725312,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.11134365854336267
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.11054094820019895,0.10062,0.10355432168067112,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.17659552263859868,0.17128,0.1657,0.15999009117172705,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.10208937639213797,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.15571734754335562,0.1501,0.14478,0.13937,0.13411,0.12903,0.12353394536683379,0.11815,0.11277
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.08971968162748116,0.18281,0.17727,0.17264,0.16635,0.1609299214632053,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204
07-01-2026 11:05,26182.1,0.02060013441446286,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.0950291564460497,0.0919,0.08998065255606832,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.1564787338822373,0.15102,0.14572,0.1403676997196867,0.13508,0.12987295910199573,0.12479,0.11928,0.11373
07-01-2026 11:10,26166.7,0.08471459337589957,0.10165,0.12041,0.11278658429778143,0.10432,0.10238191232765854,0.09653,0.0948577840877943,0.09205,0.08991,0.08867,0.08688418037623923,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14989637206179993,0.14469,0.13988,0.13401,0.1290290914138162,0.1239,0.11804,0.11274
07-01-2026 11:15,26148.15,0.15103,0.12068,0.11817349283318325,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09552551307868543,0.09307,0.09125447727439705,0.08902,0.08724,0.18212,0.17646,0.17108320924368417,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.1274621797725462,0.12244,0.11685,0.11124
07-01-2026 11:20,26148.9,0.13325,0.1294818853343819,0.13221,0.10563,0.10438,0.10038807830782583,0.09484,0.09535,0.09244014563765746,0.0912,0.08892,0.08742,0.0862,0.08517,0.18030175057237025,0.17612,0.17222,0.16569,0.16007809497495326,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12220566997583034,0.11682,0.11139
07-01-2026 11:25,26140.4,0.14019,0.1383673108713062,0.13724,0.11602,0.10911,0.1054308363871991,0.10085714890492742,0.09746933421440125,0.09524399886945367,0.09357,0.09156367989053615,0.08967,0.08807,0.08663,0.17959594717187477,0.17534,0.17146,0.16493,0.15901,0.15337,0.1481464418670854,0.14296,0.13721,0.13166,0.1266396930703308,0.12146,0.1159,0.11031
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.1542951542951361,0.14871627460052123,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08773397831707681,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12250239617983882,0.11739,0.11192
07-01-2026 11:40,26147.1,0.11286557709261218,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.10028991972704768,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.17109802931172197,0.16608,0.15948,0.15385,0.14842,0.14310613126697547,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11394738141964449,0.10992609444519125,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08868023246398414,0.08711,0.18118,0.17565,0.17037749816494466,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11582724148908957,0.11045
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10108615199177227,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08588125466300033,0.08458,0.18163,0.17566,0.17027299469023058,0.16488,0.15896,0.15312,0.1477,0.14256,0.13713978740772906,0.13173,0.127,0.12127,0.11611,0.11082
07-01-2026 11:55,26126.7,0.1524981012676832,0.13681,0.12325622988342373,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09281694046549241,0.09077,0.08914928356285667,0.08749,0.08637,0.18119,0.17565982651307732,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.11229909474856416,0.10672777015034007,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.08752782112822238,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.15234942877022273,0.14659,0.14121313090228485,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002
07-01-2026 12:05,26110.95,0.17059,0.1453378375958217,0.12592,0.11854,0.11393,0.10904,0.10471,0.10031071653352586,0.09754996297976887,0.09505,0.09261,0.0909808608554272,0.08930899054695103,0.08731,0.18024,0.17388,0.16946,0.16361,0.1577635175774174,0.15206798849030823,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954
07-01-2026 12:10,26110.45,0.16872454490186065,0.14699,0.12624,0.12268,0.11389496985159539,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.08701035235917051,0.18051,0.17387,0.16843450485284583,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926
07-01-2026 12:15,26107.4,0.1726,0.14731586213188133,0.1281,0.11917965470666361,0.11243311701308263,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.15138819757957167,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.1140675612691833,0.1081979340195594
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.09590815275446447,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.1682899937119221,0.16293,0.15675,0.15088,0.14577779072087943,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.11011976998944156
07-01-2026 12:25,26106.55,0.14529,0.13464735510576306,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.09031484413174662,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.1460976012669002,0.1408,0.13569978805997887,0.13066697744663386,0.12583,0.12057,0.11544,0.11046
07-01-2026 12:30,26108.85,0.13692052150197145,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.0915053183843325,0.08962,0.0881,0.1796694340070597,0.17382,0.16805402738919784,0.16243545976359944,0.15713,0.15127,0.14704,0.14120262832640823,0.13592679018656006,0.13053,0.12554,0.12044,0.11535,0.11008
07-01-2026 12:35,26106.25,0.13895,0.12870524548558743,0.1212557794641316,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.09112459660516695,0.08912,0.08684711096451728,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.10992852991381445
07-01-2026 12:40,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.09959672516589158,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.11090734743969603
07-01-2026 12:45,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.1022843461307184,0.0982,0.09613,0.09317,0.09116,0.08921,0.08769379353819637,0.08642,0.17758145266688533,0.17193,0.1665634770798184,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.11932851165849806,0.11439335412560604,0.10937
07-01-2026 12:50,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.09052068211602476,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.1451491887334048,0.13954,0.13415,0.12917692572425202,0.1243,0.1192,0.11391,0.10864354331257353
07-01-2026 12:55,26089.25,0.12490409720104594,0.12431771322560967,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.17959116965153302,0.1735709150044813,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10827594089993331
07-01-2026 13:00,26099.15,0.13774,0.12918190524683426,0.12114,0.11955,0.11469,0.10982,0.10508495780752077,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.16856449503597185,0.16276,0.15729,0.1513,0.14585499735279134,0.14022,0.13487375234884177,0.12951,0.12442,0.11914,0.1141,0.10896
07-01-2026 13:05,26103.3,0.11659017392289944,0.11724,0.11794019663945979,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.09357590918490928,0.09115,0.08926,0.0873,0.08606,0.17966,0.17415537839978787,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.12984371081062474,0.12461,0.11956,0.11452,0.10938
07-01-2026 13:10,26105.85,0.13259,0.11512,0.11753302436220123,0.11921,0.10758,0.10426,0.10056,0.09768129299178069,0.09497,0.09178,0.08993,0.08809,0.08671306481917257,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.14600058940515076,0.14036,0.13536,0.13024641373168658,0.12528,0.11997,0.11473,0.10925
07-01-2026 13:15,26097.2,0.13545,0.12209,0.11944867526116609,0.11572146634133089,0.11389,0.10821334983999407,0.10413776514570636,0.10025,0.09667,0.09342,0.0919,0.08937,0.08779726549749133,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.13496455257725026,0.1298,0.1249,0.11945,0.11408,0.10916
07-01-2026 13:20,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.08752221030602156,0.08593,0.08506,0.17786,0.17271,0.16754330205045018,0.16248,0.15609,0.15123,0.14535,0.14015594753270966,0.1348,0.12982,0.12454101065426648,0.11943145861110087,0.11435311284788952,0.10935
07-01-2026 13:25,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09102,0.08910992617043512,0.0875265920953899,0.0871151681867028,0.17677,0.17141,0.16651,0.16114,0.1555014922656646,0.14992,0.14396,0.13872,0.13333678137474658,0.12806969150545744,0.12294,0.11771,0.11287,0.10807391109760506
